,title,description,job_url,datePosted,validThrough,occupationalCategory,salary_min,salary_max,salary_currency,companyName,companyAddress
39,Business Development Representative,"The Business & Product Driversnote is a profitable, product-led SaaS company based in Copenhagen, helping over 3 million users across 50+ countries simplify mileage tracking. With a small, close-knit team of 40, we’ve quadrupled our ARR in the last three years by staying focused on delivering real value to our users. Our core product is a freemium mobile app, often paired with our iBeacon hardware, for precise, automated mileage logging. Backed by a powerful web platform, we're expanding from B2C into B2B, building advanced features for teams and paving the way for data-driven sales growth. The opportunity Our next big bet is to leverage the scale of the self-service B2C business to move up market and grow the B2B business that has already gained some traction. You’ll be one of our first BDR hires for this venture. This means that you will have the opportunity to help build the best practices, the processes, the playbooks etc. in close collaboration with sales leadership. You’ll be working with inbound leads as well as engaging with a pool of tens of thousands users (Product Qualified Leads) already familiar with our platform, qualify them and book meetings for the Account Executives. You’ll report to our CRO. This is a great opportunity if you're excited about tech and want to join a company where you can learn and grow. As our Business Development Representative, you’ll be on a mission to grow the B2B product. As part of your everyday life, you will, Reach out to Product Qualified Leads to guide them through the next step of their journey. Qualify inbound leads and book meetings for Account Executives. Maintain accurate activity log and lead information in our CRM. Contribute to experiment-driven outreach strategies and share feedback and learnings with the team so we can improve our product and processes. We’re looking for someone... Eloquent and with excellent communication skills and fluency in English (additional languages are a plus). Comfortable using data and product signals to personalize outreach. With strong written and verbal communication skills—you’re clear, concise, and helpful. With empathy and the ability to turn individual customer needs into business opportunities. With the ability to thrive with a variety of tasks and understand the big picture, even when things get busy. With exceptional planning and structuring of work. Able to work full-time, remotely. This is for you, if You want to be part of a growth journey in a company with hundreds of thousands of customers globally. You’re comfortable with ambitious goals and you make it your personal mission to hit them. You want to be part of a curious culture, where we listen to customers and adjust direction frequently. What we offer Ample opportunity to influence decisions at all levels, and we hope we can both teach you something and learn something new from you. Chance to work with and learn from a team of highly experienced entrepreneurs and tech people. Healthy work-life balance. How to apply Complete this form to tell us about yourself and share your LinkedIn profile and CV. We accept applications until we have found the right fit. Therefore, we will review and respond to candidates biweekly. Expect casework during the interview process. The case will represent the kind of work you’ll do with us. We look forward to hearing from you!",https://www.weworkremotely.com/remote-jobs/driversnote-business-development-representative,2025-08-14 06:31:40 UTC,2025-09-13 06:31:40 UTC,Sales and Marketing,0,0,USD,Driversnote,Copenhagen
40,Remote Sales Closer,"Remote Sales Closer - No Cap Flexible Hours $100,000 Potential Looking for a high-income sales role with complete flexibility? We're seeking driven, coachable individuals to join our team as Remote Sales Closers. You'll work from your home office - no daily commute, no cubicle - and you'll generate new clients using the methods that work best for you: face-to-face meetings, virtual presentations, networking, or phone outreach. This is a results-driven role with unlimited earning potential. If you have the discipline, people skills, and drive to succeed, we'll show you how to build a rewarding income and career. What We Offer: Six-figure earning potential for top performers (commission-based, no cap) Flexible schedule - design your own workday Growth & management opportunities Full training - no prior industry experience needed Work from your own home office - meet clients in-person or virtually Career path for motivated closers You Should Be: Comfortable meeting people in-person, online, or by phone Coachable & open to learning proven methods Self-disciplined & able to manage your own time Results-driven & competitive Motivated by unlimited earning potential What You'll Do: Connect with potential clients using your preferred methods (networking, referrals, online marketing, community outreach, in-person meetings, or calls) Explain our homeowner assistance services clearly & confidently Secure signed client agreements Follow up consistently to build lasting relationships Compensation: 100% commission, no cap. Top performers earn six figures. How to Apply: Reply with your name, phone number, email address, and a brief summary of your sales or marketing experience. Qualified candidates will be contacted for an interview.",https://www.weworkremotely.com/remote-jobs/metro-public-adjustment-remote-sales-closer-2,2025-09-13 00:36:53 UTC,2025-10-13 00:36:53 UTC,Sales and Marketing,0,0,USD,Metro Public Adjustment,Kentucky
41,Remote Sales Closer,"Remote Sales Closer - No Cap Flexible Hours $100,000 Potential Looking for a high-income sales role with complete flexibility? We're seeking driven, coachable individuals to join our team as Remote Sales Closers. You'll work from your home office - no daily commute, no cubicle - and you'll generate new clients using the methods that work best for you: face-to-face meetings, virtual presentations, networking, or phone outreach. This is a results-driven role with unlimited earning potential. If you have the discipline, people skills, and drive to succeed, we'll show you how to build a rewarding income and career. What We Offer: Six-figure earning potential for top performers (commission-based, no cap) Flexible schedule - design your own workday Growth & management opportunities Full training - no prior industry experience needed Work from your own home office - meet clients in-person or virtually Career path for motivated closers You Should Be: Comfortable meeting people in-person, online, or by phone Coachable & open to learning proven methods Self-disciplined & able to manage your own time Results-driven & competitive Motivated by unlimited earning potential What You'll Do: Connect with potential clients using your preferred methods (networking, referrals, online marketing, community outreach, in-person meetings, or calls) Explain our homeowner assistance services clearly & confidently Secure signed client agreements Follow up consistently to build lasting relationships Compensation: 100% commission, no cap. Top performers earn six figures. How to Apply: Reply with your name, phone number, email address, and a brief summary of your sales or marketing experience. Qualified candidates will be contacted for an interview.",https://www.weworkremotely.com/remote-jobs/metro-public-adjustment-remote-sales-closer-2,2025-09-13 00:36:53 UTC,2025-10-13 00:36:53 UTC,Sales and Marketing,0,0,USD,Metro Public Adjustment,Kentucky
42,Account Executive,"Prospect is the only B2B contact browser that is not a database with unlimited emails and numbers at a flat pricing. TLDR We’re hiring an Account Executive to own the full sales cycle and close deals (SaaS) in the $40k–$100k ARR range. You’ll run demos, drive deals from discovery to close, and negotiate multi-year contracts. You'll carry an annual quota of $450k-$650k with uncapped commissions (paid monthly) . You'll have an SDR booking meetings for you, but you’ll also build your own pipeline. Details We’re looking for an Account Executive who thrives working autonomously and loves the challenge and excitement of winning a deal over a competitor. We've built a product that's actually significantly better than the competition and your eyes will light up every time you have an opportunity to prove this. What you’ll do Own the sales process end-to-end: discovery → demo → trial → closed won Manage and grow a pipeline of meetings booked by your SDR, while also sourcing your own opportunities Run demos and handle the entire closing process with minimal support Negotiate tactfully and structure multi-year deals Mainly selling to the North America region with US time zone work hours What we’re looking for Proven track record closing SaaS deals in the $40k–$100k ACV range Strong negotiation skills and experience closing multi-year contracts Self-sufficient in managing demos and driving deals to close Ability to balance inbound opportunities with outbound prospecting Someone who has been an outbound SDR and is great at cold calling Benefits 4 weeks PTO Work from anywhere in the world Laptop to get you going $1000 CAD travel budget $1500 CAD learning budget",https://www.weworkremotely.com/remote-jobs/prospect-account-executive,2025-09-12 17:33:03 UTC,2025-10-12 17:33:03 UTC,Sales and Marketing,100000,100000,USD,Prospect,"Waterloo, Canada"
43,Account Manager,"We're looking for a highly organized and relationship-focused Account Manager to help manage and grow a large network of professional contacts in the entertainment industry (music, sports, film/TV, digital). This is not a sales role—it’s about meaningful outreach, follow-up, and building long-term trust across a large portfolio. If you're detail-oriented, a strong communicator, and excited by the world of entertainment, this role could be a great fit. What You’ll Be Doing: Manage a High Volume of Contacts: Oversee a large list of professional accounts, ensuring regular communication and accurate recordkeeping. Outreach & Relationship Building: Proactively reach out to contacts via email and social media to stay connected, share updates, and strengthen professional relationships. Craft Well-Written Messages: Write polished, thoughtful emails and messages in English—clear, natural communication is key. Track Progress: Use tools like HubSpot to manage follow-ups, keep conversations organized, and hit relationship-building goals. Work Toward Clear Targets: While there’s no selling involved, this role does have measurable outreach and engagement goals. Think Creatively: Develop new approaches for keeping relationships active, warm, and productive over time. Who We’re Looking For: Excellent written English —you’re comfortable writing professional messages and outreach emails with clarity and polish. Extremely organized —you can juggle many accounts and keep your outreach and follow-ups on track. Self-motivated and driven —you take initiative, meet goals, and stay focused without constant supervision. Relationship-minded —you enjoy connecting with people and maintaining positive, long-term communication. Familiarity with CRM tools like HubSpot is a plus. Spanish fluency is a plus , but not required. A genuine interest in the entertainment industry —especially music, sports, film/TV, or digital media—will help you succeed in this role.",https://www.weworkremotely.com/remote-jobs/bbe-marketing-inc-account-manager-8,2025-07-14 13:00:58 UTC,2025-10-12 13:00:58 UTC,Sales and Marketing,0,0,USD,BBE Marketing Inc,"Hurst, TX"
44,Marketing Specialist,"We are seeking a proactive Marketing Specialist to take ownership of hands-on marketing tasks that directly drive traffic, conversions, and customer engagement. You'll be responsible for a wide range of hands-on marketing tasks - from SEO updates to email campaigns - with support from our wider team. This role is ideal for someone who thrives on doing the work - publishing, optimizing, executing - rather than just planning it. Our overall marketing strategy will be developed in partnership with our marketing agency, and you will have a key role in the delivery and ongoing evaluation of this strategy. You will also be on the constant lookout for new opportunities to further grow the company's sales. This is a permanent, full-time position working remotely from your own location. You will have the flexibility to choose your hours and work from anywhere. Things you'll be doing You'll directly own core day-to-day execution, while coordinating with our marketing agency, other team members, and external providers for more specialized tasks. Core responsibilities: Email marketing - Create and update Mailchimp automation sequences, one-off announcements, and monthly newsletters. SEO maintenance - Implement SEO updates to blog posts and product pages based on agency recommendations. Outreach - Research and executive link building and outreach, and oversee the Marketing Assistant's link building work. Social media - Prepare and schedule social posts using management tools. Continuous improvement – Be proactive in spotting opportunities to enhance SEO, AI optimization, and the overall quality of our marketing (pages, product pages, blog posts, and case studies), and make recommendations for action. Expanded responsibilities (depending on experience): Paid ads - Evaluate the monthly reports from our ads provider, recommend changes, and brief the designer for new creatives. A/B testing - Evaluate A/B test results, summarize findings, and recommend next steps. Analytics - Use Google Analytics 4, Matomo, and Search Console to identify growth opportunities. Partnerships - Research and identify potential strategic partners, then take the lead in developing collaborations and joint campaigns. You will need Essential skills and experience: Basic experience in SEO and data analysis, preferably in the software or tech industry. Strong analytical and problem-solving skills, with the ability to interpret data and make data-driven recommendations. Perfect written English. If English is not your first language then your written English must be native-sounding. Ability to write copy that drives outcomes, translating technical software features into benefits. Ability to write in a relaxed but professional tone that reflects the Barn2 brand. Excellent attention to detail, with no errors or spelling mistakes. Excellent time management with the ability to work on multiple projects simultaneously. Self-starter with a strong work ethic and the ability to work independently and as part of a team. Willingness to work remotely and manage work hours flexibly. Desirable skills and experience: Proven track record of improving search engine rankings and driving organic traffic growth. Proficiency in using analytics tools such as Matomo, Google Search Console, and Google Analytics. Formal qualifications in SEO and marketing. Basic experience of working with or marketing WordPress, Shopify, or similar software products. Familiarity with email marketing best practices and tools such as Mailchimp. Experience of Pay Per Click advertising, such as Google AdWords and Facebook Ads. Experience of using A/B testing tools to test the effectiveness of your work. Networking skills, with the ability to perform effective outreach and link building work, nurturing relationships with influential bloggers and colleagues from other companies. How your role could develop This position offers the opportunity for significant growth into broader business development and strategic roles as your contributions to the company and ability to boost sales become evident over time. Our small yet thriving company has the flexibility to provide plenty of scope for role progression. You’ll report to Your direct line manager will be Katie, our CEO. You will also work collaboratively with colleagues at all levels, in particular our marketing agency and other members of the in-house marketing team. We will work with you to make sure you have everything you need to be successful in this role. Working arrangements Full time (approx. 37–40 hours/week). Fully remote working. Working with a minimum 5 hours overlap with European time. Salary We are committed to recognizing and rewarding our marketing professionals for their proven value to the company. The starting salary will be $35,000 - $50,000 USD annually, depending on experience. There is scope to review the upper limit in future as you prove your value to the company, including creating payment milestones where you earn guaranteed pay increases as you meet certain goals. Benefits We offer a flexible benefits package. The exact details will depend on your location. Remote working with a flexible work schedule that values work-life balance. You will work an average of 150 hours per month which you can structure in any way you choose. You can take as many holiday days as you like so long as you meet this average. Performance-related annual bonus. Yearly budget of up to $1,000 to attend WordCamp conferences. Access to paid training. A friendly, supportive and open-minded team culture, where we encourage sharing opinions and feedback. Plenty of scope for personal and professional development. ""I have been working remotely since 2018 and I must say, I have never seen a better remote team. They are great people too."" Barn2 Team Member We are committed to being an industry-leading place to work and beat industry benchmarks in a recent team experience index survey from TeamWP. In particular team members praised our commitment to achieving a positive work-life balance, remote work, positivity and respect, and quality products: How to apply Deadline: Friday 26 September 2025 Apply . First, apply online. Make your application stand out by explaining exactly how you meet each requirement for the role, and writing in a way that allows your personality to shine through without using AI. In turn, we will review and respond to every application personally, also without using AI screening. Trial project . If you are shortlisted then we will ask you to complete a small trial project (1-2 hours) during the week of 29 September to 3 October. This will allow you to demonstrate that you have the skills we are looking for. Interview . If your trial project is successful then we will invite you for a video interview between 6 and 17 October. Job offer! If you are the best candidate for the role then we will give you a job offer shortly after the interview.",https://www.weworkremotely.com/remote-jobs/barn2-marketing-specialist-1,2025-09-10 16:31:28 UTC,2025-10-10 16:31:28 UTC,Sales and Marketing,25000,25000,USD,Barn2,United Kingdom
45,Client Growth Marketer,"Client Growth Marketer You will run organic and paid acquisition for SiteCare and clients on a Technical SEO or PPC program. You’ll work closely with our Account Managers to align strategy, surface insights, and execute marketing campaigns that drive measurable results. Your role is strategy, execution, and reporting. While most client communication flows through Account Managers, you'll occasionally join calls to share insights or get context firsthand. Core Responsibilities Plan, launch, and optimize B2B lead‑generation campaigns in Google Ads, LinkedIn Ads, Meta Ads, and Microsoft Advertising Maintain tracking with Google Tag Manager, GA4, Meta Pixel, and custom events Conduct technical SEO audits and raise Ahrefs health scores month over month Optimize titles, meta descriptions, schema markup, Core Web Vitals, and local SEO Spin up and refine WordPress landing pages, integrating and testing Gravity Forms Run A/B tests to improve CTR, CPL, ROAS, and lead quality Produce clear monthly reports in AgencyAnalytics for Account Managers to deliver Forecast budgets, set CPA/ROAS targets, and manage bids to hit goals Document repeatable processes and share learnings with the team Must‑Have Experience Five or more years managing B2B PPC campaigns that sell services, not products Three or more years in technical SEO, including schema and Core Web Vitals Proven record meeting cost‑per‑lead or ROAS targets (case studies required) Expert with Google Ads, Meta Ads Manager, LinkedIn Campaign Manager, GA4, Google Tag Manager, and Ahrefs Comfortable editing WordPress pages, and working with Gravity Forms Solid grasp of attribution models and funnel metrics Advanced spreadsheet skills for data analysis and forecasting Clear, concise written and verbal communication for non‑technical audiences Google Ads and GA4 certifications or willingness to earn them within 60 days Nice to Have Ad copywriting and ad creative creation for multichannel campaigns Experience with Microsoft Clarity, Hotjar, or similar UX tools Familiarity with HubSpot, Salesforce, or Zapier integrations CRO testing background with Optimizely, VWO, or similar platforms Facebook Blueprint or LinkedIn Marketing Labs certification Success Indicators Steady flow of qualified B2B leads that convert to revenue Rising Ahrefs Site Health scores across all client sites Accurate, actionable AgencyAnalytics reports delivered on time Playbooks and documented processes that level up marketing activities Positive feedback from Account Managers on clarity, speed, and results Logistics Full‑time, remote within US time zones Reports to the Chief of Staff Occasional video meetings with clients and internal teams Why you’ll love working at SiteCare We invest in our team’s success and well-being, offering: Competitive Salary: Market-related compensation tailored to your experience. Remote Work Flexibility: Work from anywhere with a fast internet connection. Profit Sharing: Quarterly profit distributions to reward your contributions. Tech Stipend: A $2,000 stipend for equipment upon hire and a $2,000 refresh every two years. Professional Growth: Quarterly development opportunities to sharpen your skills and grow your career. If you’re ready to join a passionate team that’s dedicated to building better websites and delivering unparalleled client experiences, we’d love to hear from you. Apply today!",https://www.weworkremotely.com/remote-jobs/sitecare-client-growth-marketer,2025-08-11 13:01:12 UTC,2025-10-10 13:01:12 UTC,Sales and Marketing,75000,75000,USD,SiteCare,"LaGrange, Georgia"
46,Business-to-Business Sales Representative - Remote USA,"Be the spark that brightens days and ignite your career with TTEC's award-winning employment experience. As a Business-to-Business Sales Representative working remotely you'll be a part of bringing humanity to business Inbound and Outbound opportunities available. Our TTEC work from home team has 40 preferred residency states. We are currently not hiring from the following geographies: AK, CA, HI or outside of the United States.Residents of Colorado, Florida, Illinois, Massachusetts, New Jersey, New York, Washington, and Washington, D.C. will be considered only based on special business need. What You'll be Doing Are you results-focused and love to help others? Do you have a passion to maximize sales opportunities? In this role, you'll work effectively to service, enhance and build relationships with current and future clients. Focused on achieving revenue quotas, you'll provide professional service & sales for Fortune and Enterprise level accounts. Whether it's getting answers for customers quickly, consulting on products & services with compassion or resolving their issues with a smile, you'll be the difference between their customer experience being just average or an exceptional one. During a Typical Day, You'll Bring your strong product and brand knowledge, goal setting experience, and passion to negotiate and close a sale, handle objections and rebuttals during customer interactions Effectively recommend, quote, and negotiate product knowledge with customers to close the sale while identifying and handling all sales opportunities What You Bring to the Role 1 year or more of business development and/or business-to-business sales experience 1 year or more experience of selling SaaS products for some programs One year or more post-secondary education Comfortable with decision making by assessing the situation, researching potential solutions and making recommendations before escalating to the next level Computer experience High speed internet (> 15 mbps) While we recommend a USB wired headset, if you have a headset already, you may be able to use that (except for Bluetooth headsets) Smart phone or another device that runs IOS or Android (iPad etc.) for your daily log-in What you can expect: Supportive of your career and professional development An inclusive culture and community minded organization where giving back is encouraged A global team of curious lifelong learners guided by our company values Base wage range of $13 to $19 per hour plus performance bonus, and commission opportunities based on the program And we have a healthy benefits package based on your position that could include PTO, tuition reimbursement, health and wellness incentives. Visit for more information A Bit More About Your Role We're committed to ensuring you have the skills and support to be successful in your role throughout your career. From your first day in training, through individualized webcam-enabled, engagement and coaching, on into 1000s of free courses to support your career growth wherever that may take you. And we know that you bring with you the one necessary ingredient that can't be taught - a caring and supportive nature that will shine through as you help customers. Our TTEC community is here for you as one dynamic, global family. You'll report to Team Lead. You'll contribute to the success of the customer experience and the overall success of the team. About TTEC Our business is about making customers happy. That's all we do. Since 1982, we've helped companies build engaged, pleased, profitable customer experiences powered by our combination of humanity and technology. On behalf of many of the world's leading iconic and hypergrowth brands, we talk, message, text, and video chat with millions of customers every day. These exceptional customer experiences start with you. TTEC is proud to be an equal opportunity employer where all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. TTEC embraces and is committed to building a diverse and inclusive workforce that respects and empowers the cultures and perspectives within our global teams. We aim to reflect the communities we serve, by not only delivering amazing service and technology, but also humanity. We make it a point to make sure all our employees feel valued, belonging, and comfortable being their authentic selves at work. As a global company, we know diversity is our strength because it enables us to view things from different vantage points and for you to bring value to the table in your own unique way.",https://www.weworkremotely.com/remote-jobs/ttec-business-to-business-sales-representative-remote-usa-5,2025-09-10 00:37:21 UTC,2025-10-10 00:37:21 UTC,Sales and Marketing,0,0,USD,TTEC,Texas
47,Business-to-Business Sales Representative - Remote USA,"Be the spark that brightens days and ignite your career with TTEC's award-winning employment experience. As a Business-to-Business Sales Representative working remotely you'll be a part of bringing humanity to business Inbound and Outbound opportunities available. Our TTEC work from home team has 40 preferred residency states. We are currently not hiring from the following geographies: AK, CA, HI or outside of the United States.Residents of Colorado, Florida, Illinois, Massachusetts, New Jersey, New York, Washington, and Washington, D.C. will be considered only based on special business need. What You'll be Doing Are you results-focused and love to help others? Do you have a passion to maximize sales opportunities? In this role, you'll work effectively to service, enhance and build relationships with current and future clients. Focused on achieving revenue quotas, you'll provide professional service & sales for Fortune and Enterprise level accounts. Whether it's getting answers for customers quickly, consulting on products & services with compassion or resolving their issues with a smile, you'll be the difference between their customer experience being just average or an exceptional one. During a Typical Day, You'll Bring your strong product and brand knowledge, goal setting experience, and passion to negotiate and close a sale, handle objections and rebuttals during customer interactions Effectively recommend, quote, and negotiate product knowledge with customers to close the sale while identifying and handling all sales opportunities What You Bring to the Role 1 year or more of business development and/or business-to-business sales experience 1 year or more experience of selling SaaS products for some programs One year or more post-secondary education Comfortable with decision making by assessing the situation, researching potential solutions and making recommendations before escalating to the next level Computer experience High speed internet (> 15 mbps) While we recommend a USB wired headset, if you have a headset already, you may be able to use that (except for Bluetooth headsets) Smart phone or another device that runs IOS or Android (iPad etc.) for your daily log-in What you can expect: Supportive of your career and professional development An inclusive culture and community minded organization where giving back is encouraged A global team of curious lifelong learners guided by our company values Base wage range of $13 to $19 per hour plus performance bonus, and commission opportunities based on the program And we have a healthy benefits package based on your position that could include PTO, tuition reimbursement, health and wellness incentives. Visit for more information A Bit More About Your Role We're committed to ensuring you have the skills and support to be successful in your role throughout your career. From your first day in training, through individualized webcam-enabled, engagement and coaching, on into 1000s of free courses to support your career growth wherever that may take you. And we know that you bring with you the one necessary ingredient that can't be taught - a caring and supportive nature that will shine through as you help customers. Our TTEC community is here for you as one dynamic, global family. You%27ll report to Team Lead. You%27ll contribute to the success of the customer experience and the overall success of the team. About TTEC Our business is about making customers happy. That%27s all we do. Since 1982, we%27ve helped companies build engaged, pleased, profitable customer experiences powered by our combination of humanity and technology. On behalf of many of the world%27s leading iconic and hypergrowth brands, we talk, message, text, and video chat with millions of customers every day. These exceptional customer experiences start with you. TTEC is proud to be an equal opportunity employer where all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. TTEC embraces and is committed to building a diverse and inclusive workforce that respects and empowers the cultures and perspectives within our global teams. We aim to reflect the communities we serve, by not only delivering amazing service and technology, but also humanity. We make it a point to make sure all our employees feel valued, belonging, and comfortable being their authentic selves at work. As a global company, we know diversity is our strength because it enables us to view things from different vantage points and for you to bring value to the table in your own unique way.",https://www.weworkremotely.com/remote-jobs/ttec-business-to-business-sales-representative-remote-usa-4,2025-09-09 00:37:08 UTC,2025-10-09 00:37:08 UTC,Sales and Marketing,0,0,USD,TTEC,Georgia
48,Remote Sales Closer,"Remote Sales Closer - No Cap Flexible Hours $100,000 Potential Looking for a high-income sales role with complete flexibility? We're seeking driven, coachable individuals to join our team as Remote Sales Closers. You'll work from your home office - no daily commute, no cubicle - and you'll generate new clients using the methods that work best for you: face-to-face meetings, virtual presentations, networking, or phone outreach. This is a results-driven role with unlimited earning potential. If you have the discipline, people skills, and drive to succeed, we'll show you how to build a rewarding income and career. What We Offer: Six-figure earning potential for top performers (commission-based, no cap) Flexible schedule - design your own workday Growth & management opportunities Full training - no prior industry experience needed Work from your own home office - meet clients in-person or virtually Career path for motivated closers You Should Be: Comfortable meeting people in-person, online, or by phone Coachable & open to learning proven methods Self-disciplined & able to manage your own time Results-driven & competitive Motivated by unlimited earning potential What You'll Do: Connect with potential clients using your preferred methods (networking, referrals, online marketing, community outreach, in-person meetings, or calls) Explain our homeowner assistance services clearly & confidently Secure signed client agreements Follow up consistently to build lasting relationships Compensation: 100% commission, no cap. Top performers earn six figures. How to Apply: Reply with your name, phone number, email address, and a brief summary of your sales or marketing experience. Qualified candidates will be contacted for an interview.",https://www.weworkremotely.com/remote-jobs/metro-public-adjustment-remote-sales-closer,2025-09-08 00:36:38 UTC,2025-10-08 00:36:38 UTC,Sales and Marketing,0,0,USD,Metro Public Adjustment,Indiana
49,"Product Strategist, Revenue Cycle Management (Remote)","An Innova Solutions Client is immediately hiring for a Healthcare Product Manager Position type: Full-time/Direct Hire Location: REMOTE JOB DESCRIPTION Healthcare Product Manager / Strategist Overview: We're partnering with a leading healthcare technology company in search of an RCM Product Strategist to help shape the future of their SaaS platform. This is a high-impact, externally-facing role focused on strategic growth, API integration, emerging market opportunities, and channel partnerships-not just traditional product delivery. 60% of this position will be doing business development, you will need to provide examples of how you have performed market assessments and business case opportunities within RCM business. This role offers strong executive visibility and is ideal for someone who blends business development savvy with deep healthcare industry insight. Your mission: to define how the platform connects, scales, and delivers value across the healthcare ecosystem, particularly within the revenue cycle space. Key Responsibilities: Conduct market research and client visits to identify current and future solution needs. Define and communicate product strategy, roadmaps, and integration plans. Lead vendor relationships and manage ongoing communications and meetings. Own the product roadmap, aligning scope with business needs, technical feasibility, and resource availability. Collaborate with engineering teams to translate requirements and prototypes into exceptional features. Perform competitive analysis to inform product features and pricing strategies. Translate customer feedback and market trends into phased product releases. Support go-to-market strategies in collaboration with cross-functional teams. Partner with marketing to drive demand generation through campaigns, trade shows, digital marketing, and training initiatives. Qualifications: Bachelor's degree in Healthcare Administration, Business, Information Systems, Project Management, or a related field. 5+ years of experience in product or solution management. 3+ years of experience in healthcare IT solution strategy or consulting. 3+ years of experience in Agile development environments. 3+ years of experience working with healthcare clearinghouses. PAY RANGE AND BENEFITS: Pay Range : $120k per year Pay range offered to a successful candidate will be based on several factors, including the candidate's education, work experience, work location, specific job duties, certifications, etc. Benefits provided by client as this is a Direct Hire position ABOUT INNOVA SOLUTIONS: Founded in 1998 and headquartered in Atlanta, Georgia, Innova Solutions employs approximately 50,000 professionals worldwide and reports an annual revenue approaching $3 Billion. Through our global delivery centers across North America, Asia, and Europe, we deliver strategic technology and business transformation solutions to our clients, enabling them to operate as leaders within their fields. Website: Recent Recognitions: Named One of America's Best Employers for New Grads by Forbes (2024 Named One of the Best Companies to Work For by U.S. News & World Report (Private Companies List, ) One of the Largest IT Staffing Firms in the US - Ranked by Staffing Industry Analysts (SIA, 2024) One of the Largest Staffing Firms in the US - Ranked by Staffing Industry Analysts (SIA, 2024; includes Innova Solutions, Volt, & HireGenics) Named One of the Top Ten Private Companies in Atlanta by the Atlanta Business Chronicle (2023) One of the Largest Certified Minority Business Enterprises (MBEs) in the United States (NMSDC, 2024) AWS Advanced Tier Services Partner with 100+ certifications Innova Solutions is an Equal Opportunity Employer and prohibits any kind of unlawful discrimination and harassment. Innova Solutions is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment on the basis of race, color, religion or belief, national origin, citizenship, social or ethnic origin, sex, age, physical or mental disability, veteran status, marital status, domestic partner status, sexual orientation, or any other status protected by the statutes, rules, and regulations in the locations where it operates. If you are an individual with a disability and need a reasonable accommodation to assist with your job search or application for employment, please contact us at or . Please indicate the specifics of the assistance needed. Innova Solutions encourages all interested and qualified candidates to apply for employment opportunities. Innova Solutions (HireGenics/Volt) does not discriminate against applicants based on citizenship status, immigration status, or national origin, in accordance with 8 U.S.C. 1324b. The company will consider for employment qualified applicants with arrest and conviction records in a manner that complies with the San Francisco Fair Chance Ordinance, the Los Angeles Fair Chance Initiative for Hiring Ordinance, and other applicable laws.",https://www.weworkremotely.com/remote-jobs/innova-product-strategist-revenue-cycle-management-remote,2025-09-08 00:36:38 UTC,2025-10-08 00:36:38 UTC,Sales and Marketing,0,0,USD,Innova,New York
